"Region","Station","Date","Daily Rainfall Total (mm)","Mean Temperature (°C)","Maximum Temperature (°C)","Minimum Temperature (°C)","Latitude","Longitude"
"North","Admiralty",2020-12-09,8.2,25.9,28.1,24.4,1.4439,103.7854
"North","Admiralty",2020-12-10,0,28.3,31,26.8,1.4439,103.7854
"North","Admiralty",2020-12-11,0,29.5,34.1,27.2,1.4439,103.7854
"North","Admiralty",2020-12-12,20.4,26.2,32,22.6,1.4439,103.7854
"North","Admiralty",2020-12-13,0.6,26.8,30.7,23.6,1.4439,103.7854
"North","Admiralty",2020-12-14,12.6,26.3,32.5,23.7,1.4439,103.7854
"North","Admiralty",2020-12-15,7.2,26,31.5,24.2,1.4439,103.7854
"North","Admiralty",2020-12-16,6,25.7,29.1,24.4,1.4439,103.7854
"North","Admiralty",2020-12-17,0,26.5,31.3,24.1,1.4439,103.7854
"North","Admiralty",2020-12-18,5.2,25,26.5,22.5,1.4439,103.7854
"North","Admiralty",2020-12-19,0,26.7,31.2,24.1,1.4439,103.7854
"North","Admiralty",2020-12-20,0.4,26.6,31,24.1,1.4439,103.7854
"North","Admiralty",2020-12-21,0,27.1,30.1,24.9,1.4439,103.7854
"North","Admiralty",2020-12-22,1.6,27.4,32.4,24.9,1.4439,103.7854
"North","Admiralty",2020-12-23,0,27.7,32.8,25.2,1.4439,103.7854
"North","Admiralty",2020-12-24,0,26.8,30.2,25.1,1.4439,103.7854
"North","Admiralty",2020-12-25,0,28.4,35.1,25.8,1.4439,103.7854
"North","Admiralty",2020-12-26,41.8,26.9,32,22.5,1.4439,103.7854
"North","Admiralty",2020-12-27,45.2,26.3,31.8,22.9,1.4439,103.7854
"North","Admiralty",2020-12-28,0,27.5,31.3,25.1,1.4439,103.7854
"North","Admiralty",2020-12-29,8,26.2,31.2,24.1,1.4439,103.7854
"North","Admiralty",2020-12-30,0,27.4,31.5,24.7,1.4439,103.7854
"North","Admiralty",2020-12-31,0.6,26.8,31.9,24.6,1.4439,103.7854
"North","Admiralty",2021-01-01,63.2,24,25.8,21.4,1.4439,103.7854
"North","Admiralty",2021-01-02,0,26.5,30,24.5,1.4439,103.7854
"North","Admiralty",2021-01-03,0,28,34,25,1.4439,103.7854
"North","Admiralty",2021-01-04,0,29.6,32.8,26.7,1.4439,103.7854
"North","Admiralty",2021-01-05,0.4,27.8,32,24.6,1.4439,103.7854
"North","Admiralty",2021-01-06,9.4,27.3,31.2,24.5,1.4439,103.7854
"North","Admiralty",2021-01-07,0.2,29.3,32.6,26.9,1.4439,103.7854
"North","Admiralty",2021-01-08,18.4,27.3,31.2,22.5,1.4439,103.7854
"North","Admiralty",2021-01-09,4,27.6,31.4,24.9,1.4439,103.7854
"North","Admiralty",2021-01-10,35,26.6,31,22.5,1.4439,103.7854
"North","Admiralty",2021-01-11,9,26.2,30.7,24.7,1.4439,103.7854
"North","Admiralty",2021-01-12,0,29.9,34.4,26.4,1.4439,103.7854
"North","Admiralty",2021-01-13,0.6,24.8,27,23.4,1.4439,103.7854
"North","Admiralty",2021-01-14,0,25.6,28.7,23.2,1.4439,103.7854
"North","Admiralty",2021-01-15,0,26.6,31.1,24.2,1.4439,103.7854
"North","Admiralty",2021-01-16,0,26.7,30.7,24.5,1.4439,103.7854
"North","Admiralty",2021-01-17,0,26.8,29.9,24.5,1.4439,103.7854
"North","Admiralty",2021-01-18,0,26,28.3,24.5,1.4439,103.7854
"North","Admiralty",2021-01-19,0,26,29.2,23.9,1.4439,103.7854
"North","Admiralty",2021-01-20,0,26,29.1,23.8,1.4439,103.7854
"North","Admiralty",2021-01-21,19.4,25.8,30.4,23.4,1.4439,103.7854
"North","Admiralty",2021-01-22,0.2,25.8,30.7,23.6,1.4439,103.7854
"North","Admiralty",2021-01-23,31.8,25.9,31.2,23.4,1.4439,103.7854
"North","Admiralty",2021-01-24,0.4,26.2,31.7,23.4,1.4439,103.7854
"North","Admiralty",2021-01-25,15,26.4,31.8,24.4,1.4439,103.7854
"North","Admiralty",2021-01-26,0,26.8,31.6,24.3,1.4439,103.7854
"North","Admiralty",2021-01-27,0.2,26.4,29.9,24,1.4439,103.7854
"North","Admiralty",2021-01-28,2.4,25.9,29.7,24.1,1.4439,103.7854
"North","Admiralty",2021-01-29,0,26.5,30.4,23.8,1.4439,103.7854
"North","Admiralty",2021-01-30,0,26.5,30.5,24.2,1.4439,103.7854
"North","Admiralty",2021-01-31,0.2,26.2,29.1,23.9,1.4439,103.7854
"North","Admiralty",2021-02-01,122.8,22.8,24.4,21.4,1.4439,103.7854
"North","Admiralty",2021-02-02,0,26.7,29.6,25,1.4439,103.7854
"North","Admiralty",2021-02-03,0,27.9,33.1,24.5,1.4439,103.7854
"North","Admiralty",2021-02-04,54.6,28.9,35.8,23.6,1.4439,103.7854
"North","Admiralty",2021-02-05,0,29.1,33.4,25.4,1.4439,103.7854
"North","Admiralty",2021-02-06,21.7,26.8,30.6,24,1.4439,103.7854
"North","Admiralty",2021-02-07,15.4,28.2,32.3,25,1.4439,103.7854
"North","Admiralty",2021-02-08,0.2,28,31,26.1,1.4439,103.7854
"North","Admiralty",2021-02-09,52.8,25.5,28.4,22.6,1.4439,103.7854
"North","Admiralty",2021-02-10,0.4,26.2,29.5,23,1.4439,103.7854
"North","Admiralty",2021-02-11,47.8,25.9,31.4,23.5,1.4439,103.7854
"North","Admiralty",2021-02-12,10.2,25.7,28.3,22.4,1.4439,103.7854
"North","Admiralty",2021-02-13,0,27,31.5,24.8,1.4439,103.7854
"North","Admiralty",2021-02-14,0,26.6,31.2,24.8,1.4439,103.7854
"North","Admiralty",2021-02-15,0,26.6,30.7,24.2,1.4439,103.7854
"North","Admiralty",2021-02-16,0,26.4,30.5,23.6,1.4439,103.7854
"North","Admiralty",2021-02-17,0,26.5,31.3,23.4,1.4439,103.7854
"North","Admiralty",2021-02-18,0,26.4,31,23.2,1.4439,103.7854
"North","Admiralty",2021-02-19,0,26.4,29.7,24.1,1.4439,103.7854
"North","Admiralty",2021-02-20,0,26.4,30.1,24.1,1.4439,103.7854
"North","Admiralty",2021-02-21,0,26.3,30.7,24,1.4439,103.7854
"North","Admiralty",2021-02-22,0,26.8,32.1,23.8,1.4439,103.7854
"North","Admiralty",2021-02-23,0,26.6,32.9,23.4,1.4439,103.7854
"North","Admiralty",2021-02-24,4.4,26.2,31,23.7,1.4439,103.7854
"North","Admiralty",2021-02-25,0.8,27.4,32.7,24.1,1.4439,103.7854
"North","Admiralty",2021-02-26,0,27.9,34.6,24.1,1.4439,103.7854
"North","Admiralty",2021-02-27,0,28.5,35.3,25.4,1.4439,103.7854
"North","Admiralty",2021-02-28,0.4,27.8,34.9,24.6,1.4439,103.7854
"North","Admiralty",2021-03-01,2,23.7,25.7,22.9,1.4439,103.7854
"North","Admiralty",2021-03-02,0,26.6,30.6,24.6,1.4439,103.7854
"North","Admiralty",2021-03-03,0,28.3,33.2,25.1,1.4439,103.7854
"North","Admiralty",2021-03-04,1.6,27.8,35,25.6,1.4439,103.7854
"North","Admiralty",2021-03-05,0,29.3,33.2,26.1,1.4439,103.7854
"North","Admiralty",2021-03-06,1.3,27.5,32.3,24.6,1.4439,103.7854
"North","Admiralty",2021-03-07,0.2,28.1,32.2,25.5,1.4439,103.7854
"North","Admiralty",2021-03-08,6.4,28.5,33.1,22.3,1.4439,103.7854
"North","Admiralty",2021-03-09,0.4,28,31.8,24.9,1.4439,103.7854
"North","Admiralty",2021-03-10,0.2,28,33.4,24.9,1.4439,103.7854
"North","Admiralty",2021-03-11,6.2,26.5,31,24.2,1.4439,103.7854
"North","Admiralty",2021-03-12,0,26.6,30.2,24.1,1.4439,103.7854
"North","Admiralty",2021-03-13,1.8,27.6,32.1,24.5,1.4439,103.7854
"North","Admiralty",2021-03-14,1.6,27.7,32.5,24.6,1.4439,103.7854
"North","Admiralty",2021-03-15,1.6,27.7,32.6,24.6,1.4439,103.7854
"North","Admiralty",2021-03-16,2.2,27.5,32.6,24.8,1.4439,103.7854
"North","Admiralty",2021-03-17,4,27.2,32.5,24.7,1.4439,103.7854
"North","Admiralty",2021-03-18,4,26.9,31.8,24.6,1.4439,103.7854
"North","Admiralty",2021-03-19,0,27.1,32.1,24.8,1.4439,103.7854
"North","Admiralty",2021-03-20,0.8,27.7,33.1,25.8,1.4439,103.7854
"North","Admiralty",2021-03-21,0,28.2,35.3,25.4,1.4439,103.7854
"North","Admiralty",2021-03-22,0,28.1,33.3,25.3,1.4439,103.7854
"North","Admiralty",2021-03-23,12.2,27.1,32.5,23.5,1.4439,103.7854
"North","Admiralty",2021-03-24,16.8,25.4,31.2,24.2,1.4439,103.7854
"North","Admiralty",2021-03-25,0,25.9,28.2,24.2,1.4439,103.7854
"North","Admiralty",2021-03-26,0,28,33.2,25.5,1.4439,103.7854
"North","Admiralty",2021-03-27,5.2,26.4,31.5,23.8,1.4439,103.7854
"North","Admiralty",2021-03-28,8.8,28.2,33.5,24.3,1.4439,103.7854
"North","Admiralty",2021-03-29,29.2,26.5,32,23.4,1.4439,103.7854
"North","Admiralty",2021-03-30,0.2,27.7,34,24.5,1.4439,103.7854
"North","Admiralty",2021-03-31,2.8,28.4,32.5,24.1,1.4439,103.7854
"North","Admiralty",2021-04-01,0.2,25,27.7,22.7,1.4439,103.7854
"North","Admiralty",2021-04-02,0,26.5,30.7,23.8,1.4439,103.7854
"North","Admiralty",2021-04-03,0,28.1,32.9,25.6,1.4439,103.7854
"North","Admiralty",2021-04-04,4.4,27.6,31,24.4,1.4439,103.7854
"North","Admiralty",2021-04-05,0,28.6,33.3,26.2,1.4439,103.7854
"North","Admiralty",2021-04-06,7.8,27.4,31.6,24.2,1.4439,103.7854
"North","Admiralty",2021-04-07,16.8,26.2,28.4,23.5,1.4439,103.7854
"North","Admiralty",2021-04-08,4.4,27.1,29.4,23,1.4439,103.7854
"North","Admiralty",2021-04-09,35.4,27.9,33.4,22.3,1.4439,103.7854
"North","Admiralty",2021-04-10,0,28.8,33.6,25.5,1.4439,103.7854
"North","Admiralty",2021-04-11,43,26.6,33.5,23.4,1.4439,103.7854
"North","Admiralty",2021-04-12,0,26.9,29.8,24.9,1.4439,103.7854
"North","Admiralty",2021-04-13,2.4,28.2,32.5,24.7,1.4439,103.7854
"North","Admiralty",2021-04-14,1.2,28.4,34.6,25.5,1.4439,103.7854
"North","Admiralty",2021-04-15,26,26,32.1,23.7,1.4439,103.7854
"North","Admiralty",2021-04-16,0,27.2,31.3,24.3,1.4439,103.7854
"North","Admiralty",2021-04-17,53,25,30.7,22.5,1.4439,103.7854
"North","Admiralty",2021-04-18,14.6,27,36,22.6,1.4439,103.7854
"North","Admiralty",2021-04-19,17.6,27.1,32.4,23.2,1.4439,103.7854
"North","Admiralty",2021-04-20,0,28.6,33.4,25.1,1.4439,103.7854
"North","Admiralty",2021-04-21,0,28.5,33.9,26.5,1.4439,103.7854
"North","Admiralty",2021-04-22,10.6,26.5,30.4,23.9,1.4439,103.7854
"North","Admiralty",2021-04-23,0,27.9,31.2,24.5,1.4439,103.7854
"North","Admiralty",2021-04-24,7.4,26.2,28.6,23.5,1.4439,103.7854
"North","Admiralty",2021-04-25,0,29.1,34.2,25.7,1.4439,103.7854
"North","Admiralty",2021-04-26,8.6,27.1,33.1,23.6,1.4439,103.7854
"North","Admiralty",2021-04-27,9.2,27.1,31.8,24.9,1.4439,103.7854
"North","Admiralty",2021-04-28,8.4,27.9,33.4,25.1,1.4439,103.7854
"North","Admiralty",2021-04-29,22.8,27.9,33.7,23.3,1.4439,103.7854
"North","Admiralty",2021-04-30,1.8,27.2,33.1,25.2,1.4439,103.7854
"North","Admiralty",2021-05-01,0,26.7,30.8,23.8,1.4439,103.7854
"North","Admiralty",2021-05-02,0,26.7,31.2,23.8,1.4439,103.7854
"North","Admiralty",2021-05-03,0,28.4,33,26,1.4439,103.7854
"North","Admiralty",2021-05-04,26.6,26.9,32.7,24.2,1.4439,103.7854
"North","Admiralty",2021-05-05,4.8,27.2,33.2,24.9,1.4439,103.7854
"North","Admiralty",2021-05-06,1.4,29,34.1,26.4,1.4439,103.7854
"North","Admiralty",2021-05-07,7.8,27.6,31,23.8,1.4439,103.7854
"North","Admiralty",2021-05-08,0,29.1,33.2,26.5,1.4439,103.7854
"North","Admiralty",2021-05-09,0.2,28.1,33.1,25.6,1.4439,103.7854
"North","Admiralty",2021-05-10,1.8,27.2,28.2,23.1,1.4439,103.7854
"North","Admiralty",2021-05-11,11.4,26,31.3,23.9,1.4439,103.7854
"North","Admiralty",2021-05-12,0,27,29.7,25.5,1.4439,103.7854
"North","Admiralty",2021-05-13,14,28.2,33.2,24.6,1.4439,103.7854
"North","Admiralty",2021-05-14,0,28.4,31.4,26.4,1.4439,103.7854
"North","Admiralty",2021-05-15,0.4,27.8,31.8,24.9,1.4439,103.7854
"North","Admiralty",2021-05-16,0,29.3,35,26.3,1.4439,103.7854
"North","Admiralty",2021-05-17,0.4,28.1,31.2,25,1.4439,103.7854
"North","Admiralty",2021-05-18,8.6,26.4,29.1,24.2,1.4439,103.7854
"North","Admiralty",2021-05-19,0.2,27.8,30.4,25.6,1.4439,103.7854
"North","Admiralty",2021-05-20,0,28.9,33.6,25.5,1.4439,103.7854
"North","Admiralty",2021-05-21,2.6,27.4,32.3,24.7,1.4439,103.7854
"North","Admiralty",2021-05-22,0.2,28,31.9,25.2,1.4439,103.7854
"North","Admiralty",2021-05-23,0,28,31.9,25.2,1.4439,103.7854
"North","Admiralty",2021-05-24,1.7,27.7,31.3,25,1.4439,103.7854
"North","Admiralty",2021-05-25,1.7,27.4,30.9,25,1.4439,103.7854
"North","Admiralty",2021-05-26,0.4,27.5,31.4,25.1,1.4439,103.7854
"North","Admiralty",2021-05-27,1.5,27.5,31.7,25,1.4439,103.7854
"North","Admiralty",2021-05-28,2.8,27.2,31.5,24.9,1.4439,103.7854
"North","Admiralty",2021-05-29,3.1,27.2,31.1,25.1,1.4439,103.7854
"North","Admiralty",2021-05-30,3,27.6,31.6,25.3,1.4439,103.7854
"North","Admiralty",2021-05-31,3.1,27.6,31.4,25.3,1.4439,103.7854
"North","Admiralty",2021-06-01,0,26.4,29.1,24.8,1.4439,103.7854
"North","Admiralty",2021-06-02,0,27.2,31.5,24.7,1.4439,103.7854
"North","Admiralty",2021-06-03,7.4,27.8,32.2,25.4,1.4439,103.7854
"North","Admiralty",2021-06-04,9.4,27.3,32.3,24.8,1.4439,103.7854
"North","Admiralty",2021-06-05,4.4,27.1,30.6,25.6,1.4439,103.7854
"North","Admiralty",2021-06-06,0,29.7,33.6,26.6,1.4439,103.7854
"North","Admiralty",2021-06-07,0.4,27.5,30.2,25.1,1.4439,103.7854
"North","Admiralty",2021-06-08,0,28.3,31.6,25.2,1.4439,103.7854
"North","Admiralty",2021-06-09,0,27.4,33.6,24.5,1.4439,103.7854
"North","Admiralty",2021-06-10,0,28.8,31.8,26.3,1.4439,103.7854
"North","Admiralty",2021-06-11,0,28.2,33.8,24.6,1.4439,103.7854
"North","Admiralty",2021-06-12,0,27.2,30.6,25.4,1.4439,103.7854
"North","Admiralty",2021-06-13,3,28.5,33.1,24.2,1.4439,103.7854
"North","Admiralty",2021-06-14,6.6,27.9,34.8,24.7,1.4439,103.7854
"North","Admiralty",2021-06-15,67.4,26.6,33.1,22.4,1.4439,103.7854
"North","Admiralty",2021-06-16,0,27.4,31.2,24.7,1.4439,103.7854
"North","Admiralty",2021-06-17,2.4,28.3,33.8,25.4,1.4439,103.7854
"North","Admiralty",2021-06-18,10.2,26.3,29.9,23.9,1.4439,103.7854
"North","Admiralty",2021-06-19,9.6,27.5,33.7,24.9,1.4439,103.7854
"North","Admiralty",2021-06-20,10.8,26.8,33.2,23,1.4439,103.7854
"North","Admiralty",2021-06-21,0,28.5,33.5,24.1,1.4439,103.7854
"North","Admiralty",2021-06-22,7.4,27.9,31.8,24,1.4439,103.7854
"North","Admiralty",2021-06-23,0,28.7,32.7,24,1.4439,103.7854
"North","Admiralty",2021-06-24,2,28.7,33.4,25.9,1.4439,103.7854
"North","Admiralty",2021-06-25,8.2,27.6,32.9,25.4,1.4439,103.7854
"North","Admiralty",2021-06-26,8.6,27.3,31.7,23.9,1.4439,103.7854
"North","Admiralty",2021-06-27,0.4,27.2,29.4,25,1.4439,103.7854
"North","Admiralty",2021-06-28,0,28.6,33.5,25.4,1.4439,103.7854
"North","Admiralty",2021-06-29,20.4,27.1,29.9,22.1,1.4439,103.7854
"North","Admiralty",2021-06-30,0,28.1,32.6,24.4,1.4439,103.7854
"North","Admiralty",2021-07-01,2,24.2,25.4,23.4,1.4439,103.7854
"North","Admiralty",2021-07-02,0,27.4,32.8,24.2,1.4439,103.7854
"North","Admiralty",2021-07-03,70.8,25.6,30.9,22.9,1.4439,103.7854
"North","Admiralty",2021-07-04,0.4,28.1,35,24.3,1.4439,103.7854
"North","Admiralty",2021-07-05,6.4,27.8,31.6,25.7,1.4439,103.7854
"North","Admiralty",2021-07-06,3.8,28.5,32.9,25.3,1.4439,103.7854
"North","Admiralty",2021-07-07,0,28.4,32.3,25.8,1.4439,103.7854
"North","Admiralty",2021-07-08,24.4,27.4,33.3,25.1,1.4439,103.7854
"North","Admiralty",2021-07-09,0,27.9,31.5,25.7,1.4439,103.7854
"North","Admiralty",2021-07-10,0,28.7,31.2,26.3,1.4439,103.7854
"North","Admiralty",2021-07-11,2.2,27.2,29.2,25.3,1.4439,103.7854
"North","Admiralty",2021-07-12,0,27.8,31.4,25.5,1.4439,103.7854
"North","Admiralty",2021-07-13,60,24.3,25.9,22.5,1.4439,103.7854
"North","Admiralty",2021-07-14,0.2,26.5,28.7,24.1,1.4439,103.7854
"North","Admiralty",2021-07-15,0,28.3,32.7,24.8,1.4439,103.7854
"North","Admiralty",2021-07-16,0,29.2,33.5,26,1.4439,103.7854
"North","Admiralty",2021-07-17,0,29.7,33.4,27.4,1.4439,103.7854
"North","Admiralty",2021-07-18,0,29.6,33.2,27.1,1.4439,103.7854
"North","Admiralty",2021-07-19,0.6,28.2,31.4,25.6,1.4439,103.7854
"North","Admiralty",2021-07-20,0,29.1,33.1,25.9,1.4439,103.7854
"North","Admiralty",2021-07-21,0,29.5,33,27.2,1.4439,103.7854
"North","Admiralty",2021-07-22,0,30,33.6,27.6,1.4439,103.7854
"North","Admiralty",2021-07-23,2,28.9,33.3,25.2,1.4439,103.7854
"North","Admiralty",2021-07-24,0,29.4,34.2,26.5,1.4439,103.7854
"North","Admiralty",2021-07-25,0,30.2,34.2,27.4,1.4439,103.7854
"North","Admiralty",2021-07-26,0,29.7,33.2,27.6,1.4439,103.7854
"North","Admiralty",2021-07-27,0,29.4,33.2,27.7,1.4439,103.7854
"North","Admiralty",2021-07-28,0,29.5,33.4,27.5,1.4439,103.7854
"North","Admiralty",2021-07-29,0,29.8,33.5,27.6,1.4439,103.7854
"North","Admiralty",2021-07-30,0,30,33.6,27.8,1.4439,103.7854
"North","Admiralty",2021-07-31,1,28.2,31.4,24,1.4439,103.7854
"North","Admiralty",2021-08-01,14.6,25.4,28,23.5,1.4439,103.7854
"North","Admiralty",2021-08-02,0,27.1,31.5,24.8,1.4439,103.7854
"North","Admiralty",2021-08-03,0,27.3,33.3,23.5,1.4439,103.7854
"North","Admiralty",2021-08-04,3.8,27.9,34.9,25.1,1.4439,103.7854
"North","Admiralty",2021-08-05,12,28,31.7,24.7,1.4439,103.7854
"North","Admiralty",2021-08-06,0,29.1,32.9,25,1.4439,103.7854
"North","Admiralty",2021-08-07,0.4,29.1,33.1,25.9,1.4439,103.7854
"North","Admiralty",2021-08-08,21.4,26.5,33.6,22.9,1.4439,103.7854
"North","Admiralty",2021-08-09,0.2,28.1,32.1,24.7,1.4439,103.7854
"North","Admiralty",2021-08-10,0,29.9,34.1,27.2,1.4439,103.7854
"North","Admiralty",2021-08-11,0.2,27.3,29.3,25.6,1.4439,103.7854
"North","Admiralty",2021-08-12,0,27.5,31.4,25.8,1.4439,103.7854
"North","Admiralty",2021-08-13,1.6,27.4,32.2,25.1,1.4439,103.7854
"North","Admiralty",2021-08-14,14.6,26.9,32.3,24.2,1.4439,103.7854
"North","Admiralty",2021-08-15,1.6,27.5,33.1,24.5,1.4439,103.7854
"North","Admiralty",2021-08-16,21.4,26.9,30.3,23.6,1.4439,103.7854
"North","Admiralty",2021-08-17,4.6,26.2,29.4,24.9,1.4439,103.7854
"North","Admiralty",2021-08-18,1.6,25.5,27,24,1.4439,103.7854
"North","Admiralty",2021-08-19,10.6,26.1,29.7,22.4,1.4439,103.7854
"North","Admiralty",2021-08-20,62.4,25.2,27.2,21.9,1.4439,103.7854
"North","Admiralty",2021-08-21,0,27.4,30.6,24.4,1.4439,103.7854
"North","Admiralty",2021-08-22,3.4,26.4,31.6,23.9,1.4439,103.7854
"North","Admiralty",2021-08-23,0,27.1,31.8,24,1.4439,103.7854
"North","Admiralty",2021-08-24,104.2,25,27.2,22.5,1.4439,103.7854
"North","Admiralty",2021-08-25,14,25.8,28.1,22.3,1.4439,103.7854
"North","Admiralty",2021-08-26,1,27,31.9,24.6,1.4439,103.7854
"North","Admiralty",2021-08-27,0,27.6,32.3,24.4,1.4439,103.7854
"North","Admiralty",2021-08-28,0,28.9,33.2,26,1.4439,103.7854
"North","Admiralty",2021-08-29,12.4,26.3,30.5,24.5,1.4439,103.7854
"North","Admiralty",2021-08-30,15.6,25.5,28.7,23.3,1.4439,103.7854
"North","Admiralty",2021-08-31,11.8,26.8,30.5,23.4,1.4439,103.7854
"North","Admiralty",2021-09-01,17.2,25,27.2,23.9,1.4439,103.7854
"North","Admiralty",2021-09-02,0,27.2,32.7,24.5,1.4439,103.7854
"North","Admiralty",2021-09-03,0,27.4,31.9,24.4,1.4439,103.7854
"North","Admiralty",2021-09-04,0.6,28,33.1,25,1.4439,103.7854
"North","Admiralty",2021-09-05,0.8,28,33.4,25.5,1.4439,103.7854
"North","Admiralty",2021-09-06,0,28.7,32,26.6,1.4439,103.7854
"North","Admiralty",2021-09-07,8.4,28.1,32.1,24.6,1.4439,103.7854
"North","Admiralty",2021-09-08,0,28.2,34,23.9,1.4439,103.7854
"North","Admiralty",2021-09-09,0,29,33.5,26.1,1.4439,103.7854
"North","Admiralty",2021-09-10,0,30.1,33.5,27.6,1.4439,103.7854
"North","Admiralty",2021-09-11,20.2,26.8,32.8,24.2,1.4439,103.7854
"North","Admiralty",2021-09-12,0,27.7,31.8,25.1,1.4439,103.7854
"North","Admiralty",2021-09-13,6.8,26.4,27.9,23.7,1.4439,103.7854
"North","Admiralty",2021-09-14,0,28.1,32.1,26.3,1.4439,103.7854
"North","Admiralty",2021-09-15,0,28.8,34.2,25.7,1.4439,103.7854
"North","Admiralty",2021-09-16,0.2,28.5,33.2,26.6,1.4439,103.7854
"North","Admiralty",2021-09-17,0,29,33.9,25.2,1.4439,103.7854
"North","Admiralty",2021-09-18,0,28.7,33.4,26.1,1.4439,103.7854
"North","Admiralty",2021-09-19,56.6,25.8,27.6,23.2,1.4439,103.7854
"North","Admiralty",2021-09-20,0,28.4,32.4,24.4,1.4439,103.7854
"North","Admiralty",2021-09-21,4.6,27.7,31.5,23.9,1.4439,103.7854
"North","Admiralty",2021-09-22,2.8,28.1,32.1,23.9,1.4439,103.7854
"North","Admiralty",2021-09-23,0,28.4,32.1,24.5,1.4439,103.7854
"North","Admiralty",2021-09-24,11.2,27.9,33,25.2,1.4439,103.7854
"North","Admiralty",2021-09-25,2.2,28,33.9,25.7,1.4439,103.7854
"North","Admiralty",2021-09-26,1.2,27.9,32.3,25.1,1.4439,103.7854
"North","Admiralty",2021-09-27,41.4,26.6,30.9,23.8,1.4439,103.7854
"North","Admiralty",2021-09-28,5,26.8,32.4,24.8,1.4439,103.7854
"North","Admiralty",2021-09-29,8.2,27.3,30.5,25.3,1.4439,103.7854
"North","Admiralty",2021-09-30,43.4,25.8,27.1,24,1.4439,103.7854
"North","Admiralty",2021-10-01,106.8,23.6,23.9,23.3,1.4439,103.7854
"North","Admiralty",2021-10-02,0,26.9,30.5,24.5,1.4439,103.7854
"North","Admiralty",2021-10-03,0,27.7,33.2,24.2,1.4439,103.7854
"North","Admiralty",2021-10-04,0,29,33.9,25.9,1.4439,103.7854
"North","Admiralty",2021-10-05,0,29.3,34.5,26,1.4439,103.7854
"North","Admiralty",2021-10-06,6,27.9,33.5,23.7,1.4439,103.7854
"North","Admiralty",2021-10-07,18,25.8,28.7,23.6,1.4439,103.7854
"North","Admiralty",2021-10-08,2.6,29.1,33,27,1.4439,103.7854
"North","Admiralty",2021-10-09,15.8,27.2,30.8,22.8,1.4439,103.7854
"North","Admiralty",2021-10-10,11.4,28,32.5,23.8,1.4439,103.7854
"North","Admiralty",2021-10-11,12.8,25.5,27.9,23.4,1.4439,103.7854
"North","Admiralty",2021-10-12,16.6,26.6,30.9,24.1,1.4439,103.7854
"North","Admiralty",2021-10-13,0,29.5,32.9,27.6,1.4439,103.7854
"North","Admiralty",2021-10-14,0,29.7,33.1,27.5,1.4439,103.7854
"North","Admiralty",2021-10-15,0,29.9,34.1,23.9,1.4439,103.7854
"North","Admiralty",2021-10-16,0,29.8,34,27.8,1.4439,103.7854
"North","Admiralty",2021-10-17,6,27.1,31.9,24.9,1.4439,103.7854
"North","Admiralty",2021-10-18,12.8,27.2,30.9,25.1,1.4439,103.7854
"North","Admiralty",2021-10-19,0,28.7,33.1,25.9,1.4439,103.7854
"North","Admiralty",2021-10-20,44.6,26.1,31.3,22.9,1.4439,103.7854
"North","Admiralty",2021-10-21,1.6,26.2,32.3,24.1,1.4439,103.7854
"North","Admiralty",2021-10-22,0,27.1,32.6,25.1,1.4439,103.7854
"North","Admiralty",2021-10-23,0.8,27.1,31.8,25.3,1.4439,103.7854
"North","Admiralty",2021-10-24,0,27.2,33.2,24.8,1.4439,103.7854
"North","Admiralty",2021-10-25,0,27.5,32.4,25.1,1.4439,103.7854
"North","Admiralty",2021-10-26,0,28.3,32.8,25.2,1.4439,103.7854
"North","Admiralty",2021-10-27,1.8,28.6,33.6,24.5,1.4439,103.7854
"North","Admiralty",2021-10-28,32.8,27.7,30.5,22.5,1.4439,103.7854
"North","Admiralty",2021-10-29,0,28.7,33.3,25.6,1.4439,103.7854
"North","Admiralty",2021-10-30,2.8,28.5,33.1,25.8,1.4439,103.7854
"North","Admiralty",2021-10-31,44,27,33.5,24,1.4439,103.7854
"North","Admiralty",2021-11-01,2.2,25.3,28.2,23.7,1.4439,103.7854
"North","Admiralty",2021-11-02,20.8,27,31.5,24.6,1.4439,103.7854
"North","Admiralty",2021-11-03,0,27.7,32.2,25.1,1.4439,103.7854
"North","Admiralty",2021-11-04,0,28.9,33.3,26.3,1.4439,103.7854
"North","Admiralty",2021-11-05,0,29.4,35.3,26.7,1.4439,103.7854
"North","Admiralty",2021-11-06,0.2,28.4,32.7,25.2,1.4439,103.7854
"North","Admiralty",2021-11-07,14.4,26,30.1,23.3,1.4439,103.7854
"North","Admiralty",2021-11-08,3.2,28.5,32.2,25,1.4439,103.7854
"North","Admiralty",2021-11-09,0,28.9,33.3,25.6,1.4439,103.7854
"North","Admiralty",2021-11-10,0,29.6,34,26.3,1.4439,103.7854
"North","Admiralty",2021-11-11,0.6,26.8,30.5,23.8,1.4439,103.7854
"North","Admiralty",2021-11-12,12.6,26.1,29.9,24.5,1.4439,103.7854
"North","Admiralty",2021-11-13,1,26.8,29.7,23.1,1.4439,103.7854
"North","Admiralty",2021-11-14,0.6,28.4,33.9,24.9,1.4439,103.7854
"North","Admiralty",2021-11-15,0,27.9,31.2,26.2,1.4439,103.7854
"North","Admiralty",2021-11-16,5.4,27.9,34.1,24.3,1.4439,103.7854
"North","Admiralty",2021-11-17,0,27.8,32.3,25.6,1.4439,103.7854
